State,Type,County,Violent crime,Murder and non-negligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
TEXAS,Non-Metro,Hudspeth,10,0,0,1,9,44,20,10,14,1
TEXAS,Non-Metro,Hutchinson,16,0,1,0,15,135,34,88,13,0
TEXAS,Non-Metro,Jack,7,0,0,0,7,42,20,16,6,1
TEXAS,Non-Metro,Jackson,18,0,0,1,17,69,18,49,2,0
TEXAS,Non-Metro,Jasper,80,0,9,0,71,306,121,173,12,0
TEXAS,Non-Metro,Jeff Davis,5,0,2,0,3,9,5,4,0,0
TEXAS,Non-Metro,Jim Hogg,10,0,0,0,10,25,10,15,0,0
TEXAS,Non-Metro,Jim Wells,79,1,9,2,67,326,147,152,27,2
TEXAS,Non-Metro,Karnes,17,0,0,0,17,140,65,62,13,3
TEXAS,Non-Metro,Kenedy,0,0,0,0,0,4,1,2,1,0
TEXAS,Non-Metro,Kent,2,0,0,0,2,21,4,17,0,0
TEXAS,Non-Metro,Kerr,33,0,5,0,28,364,110,235,19,2
TEXAS,Non-Metro,Kimble,3,1,2,0,0,14,6,5,3,0
TEXAS,Non-Metro,King,1,0,0,0,1,4,4,0,0,0
TEXAS,Non-Metro,Kinney,7,1,0,0,6,11,6,3,2,2
TEXAS,Non-Metro,Kleberg,6,0,1,0,5,185,31,151,3,0
TEXAS,Non-Metro,Knox,0,0,0,0,0,17,5,10,2,0
TEXAS,Non-Metro,Lamar,30,1,6,0,23,377,155,203,19,0
TEXAS,Non-Metro,Lamb,14,0,2,0,12,114,29,76,9,0
TEXAS,Non-Metro,La Salle,13,0,0,1,12,60,16,43,1,0
TEXAS,Non-Metro,Lavaca,7,1,1,0,5,65,28,33,4,0
TEXAS,Non-Metro,Lee,22,1,6,1,14,117,62,47,8,1
TEXAS,Non-Metro,Leon,19,0,2,1,16,177,76,92,9,0
TEXAS,Non-Metro,Limestone,81,0,24,1,56,374,165,198,11,5
TEXAS,Non-Metro,Lipscomb,0,0,0,0,0,16,1,13,2,0
TEXAS,Non-Metro,Live Oak,3,0,1,0,2,71,34,36,1,0
TEXAS,Non-Metro,Llano,11,1,4,1,5,312,102,203,7,1
TEXAS,Non-Metro,Loving,0,0,0,0,0,0,0,0,0,0
TEXAS,Non-Metro,Lynn,2,0,1,0,1,27,12,13,2,1
TEXAS,Non-Metro,Madison,23,2,1,0,20,139,55,70,14,0
TEXAS,Non-Metro,Marion,48,0,8,3,37,239,104,122,13,2
TEXAS,Non-Metro,Martin,1,0,0,0,1,36,15,17,4,0
TEXAS,Non-Metro,Mason,2,0,1,0,1,35,5,30,0,0
TEXAS,Non-Metro,Matagorda,44,0,2,1,41,332,139,184,9,1
TEXAS,Non-Metro,Maverick,73,0,5,1,67,464,203,234,27,1
TEXAS,Non-Metro,McCulloch,2,0,0,1,1,39,16,22,1,0
TEXAS,Non-Metro,McMullen,2,0,1,0,1,6,0,5,1,0
TEXAS,Non-Metro,Menard,1,1,0,0,0,8,2,5,1,0
TEXAS,Non-Metro,Milam,11,0,2,0,9,186,52,124,10,2
TEXAS,Non-Metro,Mills,2,0,0,0,2,53,20,31,2,1
TEXAS,Non-Metro,Mitchell,1,0,0,0,1,26,7,19,0,0
TEXAS,Non-Metro,Montague,14,0,0,0,14,210,88,103,19,1
TEXAS,Non-Metro,Moore,2,0,1,0,1,77,25,46,6,0
TEXAS,Non-Metro,Morris,41,0,6,4,31,125,66,52,7,2
TEXAS,Non-Metro,Motley,2,0,0,0,2,19,6,12,1,1
TEXAS,Non-Metro,Nacogdoches,73,2,5,4,62,504,203,269,32,2
TEXAS,Non-Metro,Navarro,47,0,18,3,26,603,245,337,21,1
TEXAS,Non-Metro,Newton,10,0,0,1,9,139,50,80,9,2
TEXAS,Non-Metro,Nolan,8,1,0,0,7,62,26,31,5,1
TEXAS,Non-Metro,Ochiltree,6,1,0,0,5,33,9,21,3,0
TEXAS,Non-Metro,Oldham,2,0,0,0,2,17,3,12,2,0
TEXAS,Non-Metro,Palo Pinto,30,0,1,1,28,191,106,71,14,1
TEXAS,Non-Metro,Panola,30,2,7,2,19,247,79,141,27,2
TEXAS,Non-Metro,Parmer,1,0,0,1,0,42,11,30,1,0
TEXAS,Non-Metro,Pecos,9,1,1,1,6,35,10,23,2,1
TEXAS,Non-Metro,Polk,70,3,27,8,32,741,311,386,44,3
TEXAS,Non-Metro,Presidio,4,0,0,1,3,9,7,1,1,0
TEXAS,Non-Metro,Rains,17,0,1,2,14,119,47,67,5,0
TEXAS,Non-Metro,Reagan,2,0,0,0,2,7,2,5,0,0
TEXAS,Non-Metro,Real,5,0,0,0,5,12,8,4,0,0
TEXAS,Non-Metro,Red River,19,0,1,0,18,132,70,54,8,1
TEXAS,Non-Metro,Reeves,13,0,2,0,11,81,29,48,4,1
TEXAS,Non-Metro,Refugio,8,0,2,0,6,33,12,20,1,0
TEXAS,Non-Metro,Roberts,3,0,1,0,2,25,5,17,3,0
TEXAS,Non-Metro,Runnels,0,0,0,0,0,26,0,23,3,0
TEXAS,Non-Metro,Sabine,26,1,2,1,22,68,30,37,1,2
TEXAS,Non-Metro,San Augustine,17,0,1,0,16,107,38,64,5,1
TEXAS,Non-Metro,San Saba,9,0,1,1,7,15,10,5,0,1
TEXAS,Non-Metro,Schleicher,1,0,0,0,1,11,3,8,0,0
TEXAS,Non-Metro,Scurry,4,1,0,0,3,90,26,55,9,0
TEXAS,Non-Metro,Shackelford,4,0,2,0,2,36,14,19,3,0
TEXAS,Non-Metro,Shelby,36,2,2,7,25,270,69,182,19,5
TEXAS,Non-Metro,Sherman,0,0,0,0,0,0,0,0,0,0
TEXAS,Non-Metro,Somervell,7,0,2,2,3,95,25,67,3,2
TEXAS,Non-Metro,Starr,113,3,11,8,91,418,178,203,37,4
TEXAS,Non-Metro,Stephens,8,1,0,0,7,55,26,23,6,0
TEXAS,Non-Metro,Sterling,3,0,0,0,3,15,5,9,1,2
TEXAS,Non-Metro,Stonewall,5,0,0,0,5,10,8,2,0,0
TEXAS,Non-Metro,Sutton,0,0,0,0,0,7,0,7,0,0
TEXAS,Non-Metro,Swisher,7,0,4,0,3,30,14,14,2,1
TEXAS,Non-Metro,Terrell,4,0,0,0,4,30,21,7,2,0
TEXAS,Non-Metro,Terry,1,0,0,0,1,44,13,28,3,0
TEXAS,Non-Metro,Throckmorton,0,0,0,0,0,5,5,0,0,0
TEXAS,Non-Metro,Titus,51,2,6,4,39,281,119,144,18,5
TEXAS,Non-Metro,Trinity,15,1,6,1,7,257,97,140,20,0
TEXAS,Non-Metro,Tyler,93,2,12,4,75,401,221,153,27,8
TEXAS,Non-Metro,Upton,2,0,1,0,1,20,3,17,0,0
TEXAS,Non-Metro,Uvalde,28,0,3,1,24,161,71,85,5,0
TEXAS,Non-Metro,Val Verde,14,1,1,3,9,167,64,91,12,1
TEXAS,Non-Metro,Van Zandt,88,1,0,4,83,699,289,338,72,5
TEXAS,Non-Metro,Walker,87,0,11,9,67,467,191,244,32,0
TEXAS,Non-Metro,Ward,10,0,0,0,10,71,26,41,4,0
TEXAS,Non-Metro,Washington,27,0,6,2,19,196,85,103,8,1
TEXAS,Non-Metro,Wharton,54,0,0,11,43,358,171,161,26,8
TEXAS,Non-Metro,Wheeler,12,1,0,1,10,49,13,32,4,1
TEXAS,Non-Metro,Wilbarger,1,0,0,0,1,21,7,11,3,2
TEXAS,Non-Metro,Willacy,66,0,9,1,56,291,113,166,12,5
TEXAS,Non-Metro,Winkler,5,0,1,0,4,31,4,22,5,0
TEXAS,Non-Metro,Wood,22,1,3,0,18,469,176,266,27,5
TEXAS,Non-Metro,Yoakum,7,0,1,1,5,39,8,30,1,0
TEXAS,Non-Metro,Young,8,0,0,0,8,96,42,49,5,0
TEXAS,Non-Metro,Zapata,37,2,5,3,27,279,156,112,11,1
TEXAS,Non-Metro,Zavala,22,0,0,1,21,73,23,43,7,1
UTAH,Metro,Cache,21,0,10,3,8,388,61,314,13,2
UTAH,Metro,Davis,21,0,7,1,13,287,63,207,17,0
UTAH,Metro,Juab,5,0,1,0,4,78,13,56,9,1
UTAH,Metro,Morgan,7,0,3,0,4,68,29,36,3,0
UTAH,Metro,Salt Lake ,561,6,71,115,369,"7,577","1,590","5,320",667,27
UTAH,Metro,Summit,16,0,5,2,9,530,99,390,41,0
UTAH,Metro,Tooele,24,0,5,2,17,145,58,64,23,5
UTAH,Metro,Utah,13,1,3,0,9,312,67,236,9,3
UTAH,Metro,Washington,15,0,3,0,12,154,38,90,26,0
UTAH,Metro,Weber,36,1,7,6,22,"1,277",267,953,57,6
UTAH,Non-Metro,Beaver,4,0,2,0,2,32,7,24,1,0
UTAH,Non-Metro,Box Elder,10,0,3,0,7,184,36,142,6,0
UTAH,Non-Metro,Carbon,6,0,2,0,4,140,55,84,1,1
UTAH,Non-Metro,Daggett,0,0,0,0,0,19,9,9,1,0
UTAH,Non-Metro,Duchesne,15,0,1,1,13,170,42,114,14,1
UTAH,Non-Metro,Emery,1,0,1,0,0,87,26,60,1,0
UTAH,Non-Metro,Grand,2,0,0,0,2,72,18,52,2,0
UTAH,Non-Metro,Iron,24,0,4,1,19,188,52,116,20,6
UTAH,Non-Metro,Millard,16,1,1,0,14,232,43,181,8,1
UTAH,Non-Metro,Rich,2,0,0,0,2,46,17,29,0,0
UTAH,Non-Metro,San Juan,7,0,3,0,4,40,15,22,3,0
UTAH,Non-Metro,Sevier,14,0,4,1,9,151,47,100,4,1
UTAH,Non-Metro,Uintah,29,0,3,0,26,311,120,169,22,1
UTAH,Non-Metro,Wasatch,7,0,0,0,7,118,22,87,9,0
UTAH,Non-Metro,Wayne,5,0,2,0,3,17,1,16,0,0
VERMONT,Metro,Franklin,4,0,0,0,4,199,45,150,4,0
VERMONT,Metro,Grand Isle,0,0,0,0,0,71,39,30,2,0
VERMONT,Non-Metro,Addison,0,0,0,0,0,0,0,0,0,0
VERMONT,Non-Metro,Bennington,2,0,0,0,2,3,0,2,1,0
VERMONT,Non-Metro,Lamoille,5,0,2,0,3,136,22,111,3,0
VERMONT,Non-Metro,Orange,5,0,5,0,0,67,14,51,2,0
VERMONT,Non-Metro,Orleans,0,0,0,0,0,43,13,29,1,0
VERMONT,Non-Metro,Rutland,1,0,0,0,1,74,4,68,2,0
VERMONT,Non-Metro,Washington,0,0,0,0,0,0,0,0,0,0
VERMONT,Non-Metro,Windham,0,0,0,0,0,10,1,8,1,0
VIRGINIA,Metro,Albemarle,126,2,27,21,76,"1,803",294,"1,432",77,11
VIRGINIA,Metro,Amelia,21,1,3,5,12,156,47,95,14,4
VIRGINIA,Metro,Amherst,29,0,7,3,19,461,53,388,20,3
VIRGINIA,Metro,Appomattox,21,8,4,1,8,96,20,71,5,0
VIRGINIA,Metro,Arlington,329,1,25,142,161,"4,419",303,"3,904",212,3
VIRGINIA,Metro,Bedford,244,2,6,2,234,735,187,496,52,3
VIRGINIA,Metro,Botetourt,26,0,2,3,21,348,86,246,16,4
VIRGINIA,Metro,Campbell,69,2,12,9,46,713,157,513,43,4
VIRGINIA,Metro,Caroline,44,0,9,10,25,428,65,338,25,10
VIRGINIA,Metro,Charles City,7,0,3,0,4,34,10,19,5,0
VIRGINIA,Metro,Chesterfield,479,10,60,217,192,"6,980","1,533","5,133",314,59
VIRGINIA,Metro,Clarke,18,0,1,1,16,142,22,117,3,1
VIRGINIA,Metro,Craig,0,0,0,0,0,18,10,8,0,0
VIRGINIA,Metro,Cumberland,12,0,0,2,10,40,16,18,6,2
VIRGINIA,Metro,Dinwiddie,49,1,9,8,31,471,137,279,55,4
VIRGINIA,Metro,Fairfax,953,22,120,379,432,"15,523","1,191","13,365",967,44
VIRGINIA,Metro,Fauquier,42,0,12,5,25,597,111,448,38,3
VIRGINIA,Metro,Fluvanna,17,0,1,1,15,269,57,196,16,3
VIRGINIA,Metro,Franklin,33,2,9,3,19,604,114,444,46,1
VIRGINIA,Metro,Frederick,93,1,42,22,28,"1,512",375,"1,044",93,3
VIRGINIA,Metro,Giles,12,0,1,1,10,144,27,111,6,0
VIRGINIA,Metro,Gloucester,18,0,5,2,11,583,80,487,16,3
VIRGINIA,Metro,Goochland,20,2,2,2,14,183,31,145,7,1
VIRGINIA,Metro,Greene,50,0,4,2,44,241,33,197,11,2
VIRGINIA,Metro,Hanover,53,1,9,7,36,930,122,742,66,1
VIRGINIA,Metro,Henrico,498,12,26,248,212,"7,593","1,206","6,031",356,91
VIRGINIA,Metro,Isle of Wight,32,0,1,10,21,440,131,283,26,2
VIRGINIA,Metro,James City,63,0,7,11,45,964,195,727,42,14
VIRGINIA,Metro,King and Queen,14,0,1,1,12,65,18,38,9,4
VIRGINIA,Metro,King William,8,0,0,0,8,90,26,60,4,0
VIRGINIA,Metro,Loudoun,187,0,28,36,123,"2,786",308,"2,342",136,37
VIRGINIA,Metro,Mathews,7,0,1,0,6,90,29,56,5,4
VIRGINIA,Metro,Montgomery,39,0,3,2,34,580,183,364,33,8
VIRGINIA,Metro,Nelson,10,1,1,0,8,218,55,141,22,0
VIRGINIA,Metro,New Kent,18,0,0,0,18,278,80,187,11,3
VIRGINIA,Metro,Pittsylvania,46,4,5,8,29,696,251,403,42,4
VIRGINIA,Metro,Powhatan,12,2,3,0,7,246,68,169,9,2
VIRGINIA,Metro,Prince George,27,2,5,8,12,488,87,377,24,1
VIRGINIA,Metro,Prince William,623,9,42,229,343,"7,419","1,018","5,953",448,29
VIRGINIA,Metro,Pulaski,52,2,6,7,37,664,156,489,19,1
VIRGINIA,Metro,Roanoke,98,6,19,14,59,"1,186",250,902,34,11
VIRGINIA,Metro,Rockingham,40,0,14,1,25,279,79,192,8,4
VIRGINIA,Metro,Scott,17,5,3,1,8,427,135,276,16,3
VIRGINIA,Metro,Spotsylvania,262,7,29,49,177,"2,370",217,"2,030",123,15
VIRGINIA,Metro,Stafford,208,2,36,54,116,"2,085",204,"1,751",130,13
VIRGINIA,Metro,Surry,21,1,2,5,13,59,25,33,1,0
VIRGINIA,Metro,Sussex,19,0,1,2,16,170,57,106,7,1
VIRGINIA,Metro,Warren,11,0,5,1,5,341,53,262,26,1
VIRGINIA,Metro,Washington,40,1,9,2,28,972,167,789,16,5
VIRGINIA,Metro,York,84,0,3,21,60,"1,201",203,963,35,13
VIRGINIA,Non-Metro,Accomack,53,2,7,28,16,467,123,313,31,2
VIRGINIA,Non-Metro,Alleghany,8,0,2,0,6,168,44,112,12,8
VIRGINIA,Non-Metro,Augusta,75,2,8,3,62,745,160,540,45,3
VIRGINIA,Non-Metro,Bath,1,0,1,0,0,38,13,23,2,0
VIRGINIA,Non-Metro,Bland,3,0,0,1,2,30,12,17,1,0
VIRGINIA,Non-Metro,Brunswick,18,0,3,0,15,127,45,63,19,0
VIRGINIA,Non-Metro,Buchanan,31,3,4,2,22,422,119,278,25,1
VIRGINIA,Non-Metro,Buckingham,28,0,5,3,20,203,75,115,13,2
VIRGINIA,Non-Metro,Carroll,28,1,7,3,17,435,128,274,33,5
VIRGINIA,Non-Metro,Charlotte,13,0,1,2,10,117,22,81,14,0
VIRGINIA,Non-Metro,Culpeper,21,0,4,1,16,312,77,211,24,2
VIRGINIA,Non-Metro,Dickenson,15,1,0,0,14,175,39,128,8,2
VIRGINIA,Non-Metro,Essex,5,0,1,0,4,46,4,38,4,3
VIRGINIA,Non-Metro,Floyd,10,0,4,1,5,161,47,105,9,4
VIRGINIA,Non-Metro,Grayson,20,0,3,0,17,120,29,83,8,4
VIRGINIA,Non-Metro,Greensville,18,0,0,5,13,148,50,88,10,0
VIRGINIA,Non-Metro,Halifax,35,1,10,8,16,458,133,278,47,5
VIRGINIA,Non-Metro,Henry,155,6,6,26,117,"1,044",287,690,67,3
VIRGINIA,Non-Metro,Highland,1,0,0,0,1,12,2,10,0,1
VIRGINIA,Non-Metro,King George,26,0,5,2,19,397,59,320,18,3
VIRGINIA,Non-Metro,Lancaster,8,2,3,0,3,122,29,87,6,1
VIRGINIA,Non-Metro,Lee,30,4,4,2,20,255,81,168,6,0
VIRGINIA,Non-Metro,Lunenburg,15,0,2,0,13,110,45,55,10,2
VIRGINIA,Non-Metro,Madison,7,1,1,0,5,105,11,86,8,0
VIRGINIA,Non-Metro,Mecklenburg,39,1,6,7,25,366,105,218,43,4
VIRGINIA,Non-Metro,Middlesex,12,1,7,0,4,149,35,100,14,0
VIRGINIA,Non-Metro,Northampton,12,2,1,3,6,187,88,92,7,1
VIRGINIA,Non-Metro,Northumberland,14,0,2,0,12,117,35,77,5,3
VIRGINIA,Non-Metro,Nottoway,3,0,1,0,2,69,13,48,8,2
VIRGINIA,Non-Metro,Orange,17,0,5,3,9,177,34,130,13,1
VIRGINIA,Non-Metro,Page,17,1,5,0,11,227,70,146,11,4
VIRGINIA,Non-Metro,Patrick,22,0,2,1,19,297,75,193,29,3
VIRGINIA,Non-Metro,Prince Edward,13,0,1,3,9,109,57,49,3,3
VIRGINIA,Non-Metro,Rappahannock,4,2,0,0,2,60,19,38,3,2
VIRGINIA,Non-Metro,Richmond,9,0,0,1,8,52,14,31,7,1
VIRGINIA,Non-Metro,Rockbridge,8,1,1,2,4,280,64,204,12,1
VIRGINIA,Non-Metro,Russell,21,0,10,0,11,275,93,166,16,4
VIRGINIA,Non-Metro,Shenandoah,18,0,3,2,13,369,111,244,14,7
VIRGINIA,Non-Metro,Smyth,22,0,6,0,16,327,59,246,22,7
VIRGINIA,Non-Metro,Southampton,27,2,2,4,19,296,86,183,27,3
VIRGINIA,Non-Metro,Tazewell,19,3,3,0,13,569,150,384,35,1
VIRGINIA,Non-Metro,Westmoreland,6,0,0,1,5,100,27,67,6,0
VIRGINIA,Non-Metro,Wise,36,1,9,2,24,393,115,256,22,6
VIRGINIA,Non-Metro,Wythe,16,0,2,1,13,220,37,172,11,0
WASHINGTON,Metro,Asotin,16,1,0,0,15,170,35,131,4,0
WASHINGTON,Metro,Benton,58,1,5,5,47,561,198,316,47,0
WASHINGTON,Metro,Chelan,37,0,18,4,15,867,174,650,43,1
WASHINGTON,Metro,Clark,239,0,60,54,125,"4,288",926,"2,894",468,40
WASHINGTON,Metro,Cowlitz,102,0,45,7,50,583,189,339,55,5
WASHINGTON,Metro,Franklin,18,0,4,2,12,186,43,131,12,2
WASHINGTON,Metro,King,471,7,92,124,248,"6,242","2,095","3,420",727,94
WASHINGTON,Metro,Kitsap,628,1,95,60,472,"3,503","1,035","2,262",206,37
WASHINGTON,Metro,Pierce,"1,134",10,101,263,760,"9,533","3,180","5,174","1,179",52
WASHINGTON,Metro,Skagit,116,0,25,13,78,"1,443",490,878,75,12
WASHINGTON,Metro,Skamania,10,0,2,0,8,222,45,157,20,0
WASHINGTON,Metro,Snohomish,487,4,77,98,308,"5,445","1,772","2,979",694,39
WASHINGTON,Metro,Spokane,155,3,14,29,109,"3,834","1,181","2,298",355,6
WASHINGTON,Metro,Thurston,335,4,25,27,279,"2,935","1,115","1,682",138,27
WASHINGTON,Metro,Whatcom,126,2,28,16,80,"1,355",501,765,89,6
WASHINGTON,Metro,Yakima,128,4,24,29,71,"2,357","1,115",933,309,28
WASHINGTON,Non-Metro,Adams,23,0,5,4,14,321,129,160,32,6
WASHINGTON,Non-Metro,Clallam,63,0,8,4,51,653,196,429,28,2
WASHINGTON,Non-Metro,Columbia,4,0,0,1,3,193,50,136,7,2
WASHINGTON,Non-Metro,Ferry,8,0,0,0,8,32,12,16,4,0
WASHINGTON,Non-Metro,Garfield,3,0,3,0,0,54,11,43,0,1
WASHINGTON,Non-Metro,Grant,93,2,14,16,61,"1,661",618,876,167,25
WASHINGTON,Non-Metro,Grays Harbor,32,1,1,6,24,482,213,237,32,2
WASHINGTON,Non-Metro,Island,40,0,6,3,31,547,190,324,33,1
WASHINGTON,Non-Metro,Jefferson,44,1,6,4,33,380,116,252,12,1
WASHINGTON,Non-Metro,Kittitas,14,0,2,5,7,484,157,286,41,5
WASHINGTON,Non-Metro,Klickitat,3,0,0,0,3,167,125,14,28,0
WASHINGTON,Non-Metro,Lewis,48,6,3,5,34,729,256,429,44,2
WASHINGTON,Non-Metro,Lincoln,6,0,2,0,4,127,31,90,6,3
WASHINGTON,Non-Metro,Mason,108,1,24,20,63,"1,705",542,939,224,5
WASHINGTON,Non-Metro,Okanogan,33,1,4,5,23,351,114,192,45,2
WASHINGTON,Non-Metro,Pacific,22,0,4,3,15,439,189,225,25,5
WASHINGTON,Non-Metro,Pend Oreille,16,0,0,0,16,422,140,243,39,2
WASHINGTON,Non-Metro,San Juan,14,0,4,0,10,187,68,107,12,5
WASHINGTON,Non-Metro,Stevens,46,0,20,4,22,818,349,380,89,1
WASHINGTON,Non-Metro,Wahkiakum,2,0,1,0,1,31,10,18,3,0
WASHINGTON,Non-Metro,Walla Walla,31,1,10,2,18,342,117,209,16,0
WASHINGTON,Non-Metro,Whitman,5,1,1,1,2,127,44,73,10,1
WEST VIRGINIA,Metro,Berkeley,68,2,11,12,43,757,220,477,60,13
WEST VIRGINIA,Metro,Boone,14,0,1,1,12,68,28,33,7,0
WEST VIRGINIA,Metro,Brooke,3,0,0,2,1,124,63,51,10,1
WEST VIRGINIA,Metro,Cabell,44,0,6,15,23,864,274,524,66,3
WEST VIRGINIA,Metro,Hampshire,35,0,0,0,35,113,56,52,5,1
WEST VIRGINIA,Metro,Jefferson,34,0,1,2,31,350,60,279,11,3
WEST VIRGINIA,Metro,Kanawha,240,6,8,23,203,"1,390",509,756,125,21
WEST VIRGINIA,Metro,Marshall,8,0,2,1,5,234,70,146,18,4
WEST VIRGINIA,Metro,Mineral,44,0,3,3,38,39,8,31,0,0
WEST VIRGINIA,Metro,Monongalia,,1,2,8,,476,133,328,15,1
WEST VIRGINIA,Metro,Morgan,15,0,2,3,10,169,73,81,15,0
WEST VIRGINIA,Metro,Ohio,,0,2,0,,113,34,75,4,1
WEST VIRGINIA,Metro,Preston,,0,3,1,,231,98,118,15,2
WEST VIRGINIA,Metro,Putnam,41,0,2,1,38,180,40,127,13,1
WEST VIRGINIA,Metro,Wirt,15,0,0,0,15,36,22,14,0,1
WEST VIRGINIA,Metro,Wood,204,0,8,4,192,333,91,226,16,15
WEST VIRGINIA,Non-Metro,Barbour,6,0,0,0,6,12,3,9,0,0
WEST VIRGINIA,Non-Metro,Braxton,18,0,0,0,18,25,3,18,4,0
WEST VIRGINIA,Non-Metro,Fayette,61,1,7,6,47,337,145,165,27,6
WEST VIRGINIA,Non-Metro,Grant,10,0,0,0,10,27,8,19,0,0
WEST VIRGINIA,Non-Metro,Hardy,3,0,1,1,1,32,15,16,1,0
WEST VIRGINIA,Non-Metro,Harrison,55,0,0,8,47,339,127,191,21,1
WEST VIRGINIA,Non-Metro,Jackson,8,1,0,1,6,40,12,23,5,0
WEST VIRGINIA,Non-Metro,Lewis,11,2,0,0,9,12,3,8,1,0
WEST VIRGINIA,Non-Metro,Logan,,1,0,1,,76,34,34,8,6
WEST VIRGINIA,Non-Metro,Mason,6,0,0,0,6,148,0,132,16,0
WEST VIRGINIA,Non-Metro,McDowell,28,0,0,5,23,114,35,70,9,8
WEST VIRGINIA,Non-Metro,Mercer,69,2,1,11,55,605,229,322,54,4
WEST VIRGINIA,Non-Metro,Monroe,2,0,1,0,1,15,3,12,0,1
WEST VIRGINIA,Non-Metro,Nicholas,,0,0,1,,248,67,172,9,2
WEST VIRGINIA,Non-Metro,Raleigh,105,3,7,15,80,664,307,323,34,4
WEST VIRGINIA,Non-Metro,Randolph,40,0,0,2,38,59,31,28,0,0
WEST VIRGINIA,Non-Metro,Ritchie,6,0,1,1,4,44,18,23,3,0
WEST VIRGINIA,Non-Metro,Roane,0,0,0,0,0,0,0,0,0,0
WEST VIRGINIA,Non-Metro,Tyler,0,0,0,0,0,1,1,0,0,0
WEST VIRGINIA,Non-Metro,Upshur,3,0,3,0,0,37,8,29,0,0
WEST VIRGINIA,Non-Metro,Wyoming,31,0,1,4,26,299,95,182,22,3
WISCONSIN,Metro,Brown,44,0,16,0,28,"1,028",220,793,15,
WISCONSIN,Metro,Calumet,12,0,1,4,7,335,138,189,8,1
WISCONSIN,Metro,Chippewa,42,2,13,1,26,318,108,198,12,3
WISCONSIN,Metro,Columbia,30,0,5,0,25,365,86,254,25,3
WISCONSIN,Metro,Dane,66,0,2,2,62,980,215,714,51,3
WISCONSIN,Metro,Douglas,8,0,4,2,2,317,133,168,16,1
WISCONSIN,Metro,Eau Claire,17,1,5,2,9,208,67,129,12,5
WISCONSIN,Metro,Fond du Lac,26,1,6,0,19,287,79,185,23,0
WISCONSIN,Metro,Iowa,20,1,12,0,7,197,52,138,7,1
WISCONSIN,Metro,Kenosha,37,0,10,4,23,810,209,558,43,6
WISCONSIN,Metro,Kewaunee,5,0,2,0,3,87,20,65,2,2
WISCONSIN,Metro,La Crosse,14,2,1,0,11,218,68,145,5,1
WISCONSIN,Metro,Marathon,19,0,2,2,15,442,112,320,10,2
WISCONSIN,Metro,Milwaukee,10,0,0,9,1,28,2,25,1,0
WISCONSIN,Metro,Oconto,5,0,0,5,0,476,153,298,25,
WISCONSIN,Metro,Outagamie,37,0,12,1,24,505,160,324,21,1
WISCONSIN,Metro,Pierce,17,0,1,0,16,190,56,124,10,
WISCONSIN,Metro,Racine,15,0,4,1,10,616,86,491,39,
WISCONSIN,Metro,Rock,35,0,5,0,30,549,193,341,15,5
WISCONSIN,Metro,Sheboygan,55,1,3,0,51,556,107,438,11,
WISCONSIN,Metro,St. Croix,26,0,3,1,22,417,88,301,28,0
WISCONSIN,Metro,Waukesha,49,0,1,6,42,854,128,698,28,1
WISCONSIN,Metro,Winnebago,28,1,1,0,26,362,102,248,12,
WISCONSIN,Non-Metro,Adams,25,1,8,1,15,357,161,179,17,
WISCONSIN,Non-Metro,Ashland,13,0,0,0,13,36,12,23,1,
WISCONSIN,Non-Metro,Barron,4,2,1,1,0,224,98,119,7,4
WISCONSIN,Non-Metro,Bayfield,21,0,0,0,21,219,93,117,9,
WISCONSIN,Non-Metro,Buffalo,1,0,1,0,0,51,19,28,4,
WISCONSIN,Non-Metro,Burnett,18,0,3,0,15,204,70,123,11,2
WISCONSIN,Non-Metro,Clark,92,0,1,1,90,229,73,141,15,
WISCONSIN,Non-Metro,Dodge,24,0,6,1,17,232,72,148,12,1
WISCONSIN,Non-Metro,Door,4,0,1,0,3,147,27,114,6,0
WISCONSIN,Non-Metro,Dunn,13,0,2,0,11,163,55,102,6,0
WISCONSIN,Non-Metro,Florence,9,0,1,0,8,127,43,78,6,0
WISCONSIN,Non-Metro,Forest,4,0,0,1,3,181,67,107,7,
WISCONSIN,Non-Metro,Grant,28,0,4,0,24,299,113,173,13,5
WISCONSIN,Non-Metro,Green,11,0,2,0,9,223,65,144,14,0
WISCONSIN,Non-Metro,Green Lake,4,0,2,0,2,92,32,59,1,0
WISCONSIN,Non-Metro,Iron,14,0,0,0,14,69,25,44,0,0
WISCONSIN,Non-Metro,Jackson,10,0,5,1,4,233,85,132,16,1
WISCONSIN,Non-Metro,Jefferson,35,0,5,0,30,422,84,323,15,7
WISCONSIN,Non-Metro,Juneau,37,0,8,1,28,310,114,170,26,3
WISCONSIN,Non-Metro,Lafayette,2,0,0,0,2,167,39,124,4,0
WISCONSIN,Non-Metro,Langlade,8,0,0,0,8,264,96,155,13,0
WISCONSIN,Non-Metro,Lincoln,8,1,0,0,7,131,57,68,6,1
WISCONSIN,Non-Metro,Manitowoc,27,1,7,0,19,172,39,124,9,5
WISCONSIN,Non-Metro,Marinette,17,0,10,1,6,512,309,181,22,1
WISCONSIN,Non-Metro,Marquette,4,0,4,0,0,184,55,119,10,0
WISCONSIN,Non-Metro,Menominee,3,0,0,0,3,59,24,28,7,1
