State,Type,County,Violent crime,Murder and non-negligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
KANSAS,Non-Metro,Gray,2,0,0,0,2,34,8,26,0,0
KANSAS,Non-Metro,Greenwood,9,0,4,1,4,78,24,46,8,1
KANSAS,Non-Metro,Harper,7,0,1,0,6,20,7,11,2,0
KANSAS,Non-Metro,Hodgeman,2,0,1,0,1,33,10,21,2,0
KANSAS,Non-Metro,Kingman,3,0,0,0,3,51,17,29,5,1
KANSAS,Non-Metro,Kiowa,2,0,1,0,1,57,19,36,2,0
KANSAS,Non-Metro,Labette,14,0,1,0,13,103,40,52,11,2
KANSAS,Non-Metro,Lincoln,6,0,0,0,6,40,14,25,1,0
KANSAS,Non-Metro,Logan,1,0,0,0,1,13,4,9,0,0
KANSAS,Non-Metro,Lyon,8,0,2,0,6,108,10,95,3,3
KANSAS,Non-Metro,Marion,6,0,0,0,6,6,1,4,1,0
KANSAS,Non-Metro,Marshall,1,0,0,0,1,41,24,15,2,0
KANSAS,Non-Metro,McPherson,14,0,4,0,10,93,42,45,6,3
KANSAS,Non-Metro,Montgomery,42,0,2,0,40,162,58,88,16,8
KANSAS,Non-Metro,Morris,8,0,0,0,8,42,14,26,2,2
KANSAS,Non-Metro,Morton,8,0,0,0,8,30,11,18,1,1
KANSAS,Non-Metro,Nemaha,16,0,0,0,16,49,16,30,3,1
KANSAS,Non-Metro,Neosho,9,1,5,0,3,105,46,55,4,3
KANSAS,Non-Metro,Ness,4,0,1,0,3,16,3,10,3,0
KANSAS,Non-Metro,Norton,1,0,0,0,1,20,16,4,0,0
KANSAS,Non-Metro,Osborne,2,0,0,0,2,18,9,8,1,0
KANSAS,Non-Metro,Ottawa,6,0,0,0,6,71,21,50,0,0
KANSAS,Non-Metro,Pawnee,1,0,0,0,1,20,3,15,2,0
KANSAS,Non-Metro,Phillips,1,0,0,0,1,24,10,13,1,3
KANSAS,Non-Metro,Pratt,13,0,1,1,11,79,18,58,3,0
KANSAS,Non-Metro,Reno,40,0,1,0,39,337,151,169,17,3
KANSAS,Non-Metro,Republic,5,0,0,0,5,28,3,25,0,2
KANSAS,Non-Metro,Rice,7,0,2,0,5,52,24,25,3,0
KANSAS,Non-Metro,Rush,7,0,4,0,3,21,6,14,1,0
KANSAS,Non-Metro,Russell,10,0,1,0,9,69,29,31,9,0
KANSAS,Non-Metro,Saline,36,6,5,0,25,175,86,77,12,9
KANSAS,Non-Metro,Seward,14,0,2,0,12,42,15,25,2,0
KANSAS,Non-Metro,Sherman,1,0,1,0,0,11,1,8,2,0
KANSAS,Non-Metro,Smith,1,0,0,0,1,15,4,10,1,0
KANSAS,Non-Metro,Stafford,7,0,0,0,7,24,5,18,1,0
KANSAS,Non-Metro,Thomas,9,0,1,0,8,27,14,11,2,1
KANSAS,Non-Metro,Washington,1,0,0,0,1,15,6,6,3,0
KANSAS,Non-Metro,Wichita,6,1,0,0,5,32,11,19,2,0
KANSAS,Non-Metro,Wilson,4,0,0,2,2,50,21,22,7,1
KANSAS,Non-Metro,Woodson,3,0,1,0,2,66,23,40,3,3
KENTUCKY,Metro,Boone,63,2,12,14,35,"1,496",350,"1,086",60,3
KENTUCKY,Metro,Bourbon,0,0,0,0,0,48,19,29,0,0
KENTUCKY,Metro,Boyd,23,0,2,8,13,210,62,139,9,0
KENTUCKY,Metro,Bracken,1,0,0,0,1,103,53,47,3,0
KENTUCKY,Metro,Bullitt,28,1,7,4,16,703,303,356,44,2
KENTUCKY,Metro,Christian,14,1,2,3,8,393,173,193,27,4
KENTUCKY,Metro,Clark,5,0,0,2,3,194,83,102,9,0
KENTUCKY,Metro,Edmonson,3,0,1,0,2,52,23,27,2,0
KENTUCKY,Metro,Gallatin,1,0,0,0,1,22,9,10,3,0
KENTUCKY,Metro,Grant,2,0,1,0,1,161,68,85,8,2
KENTUCKY,Metro,Greenup,3,1,2,0,0,48,37,9,2,0
KENTUCKY,Metro,Hancock,0,0,0,0,0,24,8,15,1,0
KENTUCKY,Metro,Hardin,2,0,0,1,1,83,34,44,5,0
KENTUCKY,Metro,Henderson,9,0,2,1,6,165,68,84,13,1
KENTUCKY,Metro,Henry,0,0,0,0,0,4,4,0,0,1
KENTUCKY,Metro,Jessamine,12,0,2,1,9,294,121,157,16,0
KENTUCKY,Metro,Kenton,24,0,1,3,20,188,60,122,6,2
KENTUCKY,Metro,Larue,1,0,1,0,0,40,27,11,2,0
KENTUCKY,Metro,McLean,2,0,0,1,1,35,16,12,7,0
KENTUCKY,Metro,Meade,4,0,0,2,2,108,68,36,4,0
KENTUCKY,Metro,Nelson,16,1,1,1,13,265,134,116,15,0
KENTUCKY,Metro,Oldham,33,0,11,10,12,404,158,229,17,1
KENTUCKY,Metro,Pendleton,2,0,2,0,0,149,47,85,17,2
KENTUCKY,Metro,Scott,11,0,1,3,7,205,89,106,10,1
KENTUCKY,Metro,Shelby,16,0,3,5,8,373,96,254,23,6
KENTUCKY,Metro,Spencer,0,0,0,0,0,23,15,8,0,0
KENTUCKY,Metro,Trigg,5,0,0,2,3,68,30,35,3,0
KENTUCKY,Metro,Trimble,0,0,0,0,0,21,13,8,0,0
KENTUCKY,Metro,Warren,24,0,7,3,14,434,171,232,31,2
KENTUCKY,Metro,Webster,2,0,1,0,1,14,6,4,4,0
KENTUCKY,Metro,Woodford,0,0,0,0,0,22,1,21,0,0
KENTUCKY,Non-Metro,Adair,1,0,1,0,0,32,18,12,2,0
KENTUCKY,Non-Metro,Allen,14,0,10,0,4,129,61,62,6,2
KENTUCKY,Non-Metro,Anderson,5,0,2,1,2,89,38,49,2,0
KENTUCKY,Non-Metro,Ballard,5,0,0,1,4,200,54,137,9,3
KENTUCKY,Non-Metro,Barren,8,0,0,2,6,148,85,44,19,1
KENTUCKY,Non-Metro,Bell,3,0,0,0,3,74,21,38,15,0
KENTUCKY,Non-Metro,Boyle,7,0,0,0,7,60,23,33,4,0
KENTUCKY,Non-Metro,Breckinridge,2,1,0,1,0,38,21,12,5,0
KENTUCKY,Non-Metro,Butler,1,0,0,0,1,17,6,5,6,0
KENTUCKY,Non-Metro,Caldwell,4,0,0,0,4,82,39,37,6,1
KENTUCKY,Non-Metro,Calloway,13,1,4,1,7,416,173,225,18,1
KENTUCKY,Non-Metro,Carlisle,0,0,0,0,0,12,5,6,1,0
KENTUCKY,Non-Metro,Carter,3,0,0,0,3,36,14,16,6,1
KENTUCKY,Non-Metro,Casey,3,0,0,1,2,121,76,41,4,0
KENTUCKY,Non-Metro,Clay,12,0,0,1,11,96,23,57,16,0
KENTUCKY,Non-Metro,Crittenden,0,0,0,0,0,15,7,7,1,1
KENTUCKY,Non-Metro,Cumberland,0,0,0,0,0,7,1,5,1,0
KENTUCKY,Non-Metro,Estill,9,0,0,4,5,108,53,51,4,0
KENTUCKY,Non-Metro,Fleming,0,0,0,0,0,32,14,15,3,0
KENTUCKY,Non-Metro,Floyd,0,0,0,0,0,103,41,51,11,1
KENTUCKY,Non-Metro,Franklin,13,0,4,4,5,177,67,103,7,0
KENTUCKY,Non-Metro,Fulton,3,0,0,0,3,33,8,21,4,2
KENTUCKY,Non-Metro,Garrard,0,0,0,0,0,63,17,39,7,0
KENTUCKY,Non-Metro,Graves,15,0,3,3,9,188,92,87,9,0
KENTUCKY,Non-Metro,Grayson,1,0,0,1,0,119,44,62,13,0
KENTUCKY,Non-Metro,Green,1,0,1,0,0,4,3,1,0,0
KENTUCKY,Non-Metro,Harlan,10,0,2,1,7,78,29,49,0,3
KENTUCKY,Non-Metro,Harrison,11,0,0,6,5,244,106,133,5,0
KENTUCKY,Non-Metro,Hart,2,0,0,0,2,15,8,5,2,0
KENTUCKY,Non-Metro,Hopkins,21,0,14,2,5,274,114,133,27,1
KENTUCKY,Non-Metro,Jackson,1,0,0,1,0,99,43,50,6,0
KENTUCKY,Non-Metro,Johnson,2,1,1,0,0,34,12,11,11,0
KENTUCKY,Non-Metro,Knott,0,0,0,0,0,22,6,14,2,0
KENTUCKY,Non-Metro,Knox,7,0,1,0,6,229,121,94,14,1
KENTUCKY,Non-Metro,Laurel,11,0,1,1,9,287,125,132,30,4
KENTUCKY,Non-Metro,Lawrence,3,0,0,2,1,58,27,22,9,0
KENTUCKY,Non-Metro,Letcher,6,0,1,1,4,31,19,11,1,0
KENTUCKY,Non-Metro,Lewis,5,0,0,2,3,59,42,13,4,2
KENTUCKY,Non-Metro,Lincoln,6,0,0,3,3,90,65,19,6,0
KENTUCKY,Non-Metro,Livingston,3,0,2,0,1,100,47,44,9,0
KENTUCKY,Non-Metro,Logan,10,0,4,1,5,180,78,88,14,3
KENTUCKY,Non-Metro,Lyon,0,0,0,0,0,62,36,23,3,0
KENTUCKY,Non-Metro,Madison,17,0,1,6,10,514,159,340,15,0
KENTUCKY,Non-Metro,Magoffin,5,0,1,2,2,44,11,29,4,0
KENTUCKY,Non-Metro,Marion,2,0,0,0,2,79,40,34,5,1
KENTUCKY,Non-Metro,Marshall,26,0,7,2,17,334,143,172,19,1
KENTUCKY,Non-Metro,Martin,3,0,0,1,2,68,24,31,13,0
KENTUCKY,Non-Metro,Mason,5,0,0,0,5,145,87,53,5,0
KENTUCKY,Non-Metro,McCracken,38,2,12,7,17,589,227,325,37,1
KENTUCKY,Non-Metro,McCreary,9,1,1,5,2,172,90,70,12,0
KENTUCKY,Non-Metro,Menifee,0,0,0,0,0,30,10,19,1,0
KENTUCKY,Non-Metro,Mercer,4,2,1,0,1,78,45,28,5,1
KENTUCKY,Non-Metro,Metcalfe,1,0,0,1,0,54,11,35,8,1
KENTUCKY,Non-Metro,Montgomery,24,0,1,10,13,509,228,258,23,1
KENTUCKY,Non-Metro,Muhlenberg,1,0,0,0,1,37,12,18,7,0
KENTUCKY,Non-Metro,Ohio,6,1,1,0,4,112,48,56,8,1
KENTUCKY,Non-Metro,Owen,0,0,0,0,0,64,34,27,3,0
KENTUCKY,Non-Metro,Perry,13,0,0,1,12,26,4,10,12,0
KENTUCKY,Non-Metro,Pike,1,0,0,1,0,27,11,15,1,0
KENTUCKY,Non-Metro,Powell,1,0,0,0,1,83,39,40,4,0
KENTUCKY,Non-Metro,Pulaski,16,2,5,4,5,642,325,291,26,2
KENTUCKY,Non-Metro,Rockcastle,4,0,0,3,1,71,37,25,9,0
KENTUCKY,Non-Metro,Rowan,5,0,1,1,3,55,13,38,4,0
KENTUCKY,Non-Metro,Russell,4,0,0,0,4,31,13,15,3,0
KENTUCKY,Non-Metro,Simpson,9,0,4,1,4,104,45,54,5,0
KENTUCKY,Non-Metro,Taylor,8,0,2,1,5,182,80,100,2,2
KENTUCKY,Non-Metro,Todd,0,0,0,0,0,3,0,3,0,0
KENTUCKY,Non-Metro,Union,11,1,2,3,5,38,11,23,4,1
KENTUCKY,Non-Metro,Washington,0,0,0,0,0,25,13,9,3,1
KENTUCKY,Non-Metro,Wayne,7,0,0,0,7,52,28,17,7,0
LOUISIANA,Metro,Ascension,371,5,23,42,301,"2,657",738,"1,727",192,1
LOUISIANA,Metro,Bossier,92,0,5,2,85,535,87,417,31,0
LOUISIANA,Metro,Caddo,111,4,10,7,90,843,230,567,46,2
LOUISIANA,Metro,Calcasieu,442,9,77,40,316,"3,847",968,"2,614",265,13
LOUISIANA,Metro,Cameron,13,0,1,1,11,139,35,96,8,3
LOUISIANA,Metro,De Soto,139,2,2,4,131,269,79,149,41,1
LOUISIANA,Metro,East Baton Rouge,539,10,19,208,302,"7,767","2,060","5,448",259,20
LOUISIANA,Metro,East Feliciana,1,0,0,0,1,64,17,44,3,0
LOUISIANA,Metro,Grant,18,0,0,0,18,267,74,182,11,0
LOUISIANA,Metro,Jefferson,"1,870",52,67,431,"1,320","12,782","2,809","8,896","1,077",130
LOUISIANA,Metro,Lafayette,339,3,15,40,281,"1,593",431,"1,055",107,
LOUISIANA,Metro,Lafourche,78,2,2,23,51,"1,620",404,"1,154",62,1
LOUISIANA,Metro,Livingston,202,6,7,29,160,"2,478",688,"1,642",148,12
LOUISIANA,Metro,Ouachita,159,8,9,18,124,"2,651",913,"1,654",84,1
LOUISIANA,Metro,Plaquemines,38,0,0,1,37,284,44,225,15,2
LOUISIANA,Metro,Pointe Coupee,106,1,8,5,92,320,107,206,7,4
LOUISIANA,Metro,Rapides,281,4,23,9,245,"2,006",653,"1,198",155,2
LOUISIANA,Metro,St. Bernard,100,0,12,12,76,,330,986,,7
LOUISIANA,Metro,St. Charles,121,3,7,24,87,"1,413",366,959,88,16
LOUISIANA,Metro,St. Helena,88,2,0,2,84,265,103,134,28,0
LOUISIANA,Metro,St. John the Baptist,87,3,5,44,35,"1,235",327,813,95,0
LOUISIANA,Metro,St. Martin,126,1,1,9,115,519,48,464,7,
LOUISIANA,Metro,St. Tammany,275,7,19,25,224,"2,374",568,"1,658",148,15
LOUISIANA,Metro,Terrebonne,369,6,27,35,301,"2,998",490,"2,315",193,12
LOUISIANA,Metro,West Baton Rouge,81,0,6,11,64,433,46,371,16,0
LOUISIANA,Metro,West Feliciana,37,2,2,3,30,167,54,105,8,1
LOUISIANA,Non-Metro,Allen,26,1,8,1,16,392,87,302,3,0
LOUISIANA,Non-Metro,Assumption,108,0,0,2,106,431,123,272,36,0
LOUISIANA,Non-Metro,Avoyelles,69,2,21,1,45,390,124,243,23,1
LOUISIANA,Non-Metro,Beauregard,27,0,0,1,26,308,118,159,31,0
LOUISIANA,Non-Metro,Bienville,20,0,0,4,16,183,47,125,11,
LOUISIANA,Non-Metro,Caldwell,26,0,0,5,21,312,106,177,29,1
LOUISIANA,Non-Metro,Catahoula,224,0,16,1,207,236,56,171,9,0
LOUISIANA,Non-Metro,Claiborne,66,1,13,2,50,225,84,124,17,34
LOUISIANA,Non-Metro,Concordia,60,0,6,3,51,251,60,182,9,0
LOUISIANA,Non-Metro,East Carroll,15,0,0,3,12,60,20,33,7,1
LOUISIANA,Non-Metro,Evangeline,27,0,4,1,22,448,79,362,7,0
LOUISIANA,Non-Metro,Franklin,11,0,1,0,10,202,85,107,10,0
LOUISIANA,Non-Metro,Iberia,405,3,18,118,266,"2,177",838,"1,245",94,
LOUISIANA,Non-Metro,Jackson,2,0,0,0,2,134,54,77,3,0
LOUISIANA,Non-Metro,Jefferson Davis,51,0,9,1,41,347,37,275,35,0
LOUISIANA,Non-Metro,La Salle,23,0,0,1,22,91,11,79,1,1
LOUISIANA,Non-Metro,Lincoln,65,0,5,2,58,273,139,129,5,0
LOUISIANA,Non-Metro,Madison,33,1,0,0,32,100,36,56,8,0
LOUISIANA,Non-Metro,Morehouse,25,0,0,2,23,,56,,22,1
LOUISIANA,Non-Metro,Natchitoches,86,2,1,5,78,453,116,309,28,0
LOUISIANA,Non-Metro,Red River,50,0,0,2,48,81,29,46,6,0
LOUISIANA,Non-Metro,Richland,18,0,1,1,16,212,70,123,19,0
LOUISIANA,Non-Metro,Sabine,37,0,1,0,36,426,75,324,27,0
LOUISIANA,Non-Metro,St. James,112,0,1,3,108,378,77,274,27,5
LOUISIANA,Non-Metro,St. Landry,125,1,12,12,100,864,381,409,74,
LOUISIANA,Non-Metro,St. Mary,127,0,12,28,87,964,220,700,44,
LOUISIANA,Non-Metro,Tangipahoa,874,5,8,69,792,"4,211","1,699","2,400",112,
LOUISIANA,Non-Metro,Tensas,7,1,0,0,6,45,20,25,0,0
LOUISIANA,Non-Metro,Vermilion,28,1,2,0,25,179,30,149,0,0
LOUISIANA,Non-Metro,Vernon,116,1,9,3,103,620,32,562,26,
LOUISIANA,Non-Metro,Washington,92,2,14,11,65,786,316,423,47,0
LOUISIANA,Non-Metro,Webster,46,0,7,1,38,252,120,108,24,2
LOUISIANA,Non-Metro,West Carroll,99,0,1,1,97,428,108,296,24,2
LOUISIANA,Non-Metro,Winn,19,0,2,0,17,153,28,117,8,
MAINE,Metro,Androscoggin,10,0,6,1,3,210,52,153,5,2
MAINE,Metro,Cumberland,40,0,8,6,26,716,314,373,29,5
MAINE,Metro,Penobscot,2,0,0,2,0,738,227,464,47,0
MAINE,Metro,Sagadahoc,2,0,0,0,2,154,52,97,5,0
MAINE,Metro,York,20,0,4,2,14,545,169,342,34,3
MAINE,Non-Metro,Aroostook,3,0,0,0,3,75,27,47,1,0
MAINE,Non-Metro,Franklin,7,0,2,0,5,108,39,63,6,0
MAINE,Non-Metro,Hancock,6,0,1,2,3,261,84,167,10,0
MAINE,Non-Metro,Kennebec,13,0,7,2,4,357,134,206,17,0
MAINE,Non-Metro,Knox,7,0,2,0,5,213,69,125,19,0
MAINE,Non-Metro,Lincoln,18,0,7,4,7,286,105,177,4,1
MAINE,Non-Metro,Oxford,21,0,14,0,7,332,143,172,17,1
MAINE,Non-Metro,Piscataquis,0,0,0,0,0,97,41,52,4,0
MAINE,Non-Metro,Somerset,13,0,6,3,4,325,153,155,17,1
MAINE,Non-Metro,Waldo,7,0,4,1,2,337,136,182,19,2
MAINE,Non-Metro,Washington,34,0,1,5,28,165,47,108,10,0
MARYLAND,Metro,Allegany,50,1,4,2,43,331,68,258,5,0
MARYLAND,Metro,Anne Arundel,"2,695",14,106,570,"2,005","14,682","2,662","10,901","1,119",70
MARYLAND,Metro,Baltimore,"4,305",20,126,"1,335","2,824","23,765","4,089","17,817","1,859",220
MARYLAND,Metro,Calvert,173,0,18,30,125,"1,762",460,"1,210",92,6
MARYLAND,Metro,Carroll,61,0,34,3,24,303,75,218,10,0
MARYLAND,Metro,Cecil,146,2,21,16,107,946,369,515,62,0
MARYLAND,Metro,Charles,658,2,34,156,466,"3,334",663,"2,392",279,0
MARYLAND,Metro,Frederick,204,1,12,28,163,"1,559",272,"1,220",67,4
MARYLAND,Metro,Harford,579,5,51,112,411,"2,688",677,"1,859",152,7
MARYLAND,Metro,Howard,558,4,25,222,307,"6,771","1,393","4,998",380,58
MARYLAND,Metro,Prince George's,"5,015",81,170,"2,473","2,291","28,275","6,427","16,251","5,597",281
MARYLAND,Metro,Queen Anne's,69,0,7,6,56,741,153,570,18,6
MARYLAND,Metro,Somerset,1,0,0,0,1,58,8,49,1,0
MARYLAND,Metro,Washington,227,0,13,15,199,"1,270",316,906,48,0
MARYLAND,Metro,Wicomico,137,1,3,25,108,862,328,486,48,
MARYLAND,Non-Metro,Caroline,22,0,1,8,13,333,143,174,16,0
MARYLAND,Non-Metro,Dorchester,18,0,1,1,16,278,70,199,9,0
MARYLAND,Non-Metro,Garrett,25,1,1,1,22,239,84,144,11,0
MARYLAND,Non-Metro,Kent,14,0,0,5,9,115,51,55,9,0
MARYLAND,Non-Metro,St. Mary's,280,4,11,38,227,"1,956",432,"1,429",95,3
MARYLAND,Non-Metro,Talbot,13,2,2,3,6,214,53,157,4,0
MARYLAND,Non-Metro,Worcester,74,2,2,4,66,193,56,129,8,1
MICHIGAN,Metro,Barry,37,0,12,1,24,384,126,235,23,4
MICHIGAN,Metro,Bay,40,0,10,2,28,701,129,547,25,6
MICHIGAN,Metro,Berrien,108,0,21,8,79,729,182,515,32,5
MICHIGAN,Metro,Calhoun,65,0,8,2,55,488,163,300,25,8
MICHIGAN,Metro,Cass,39,0,19,6,14,699,214,456,29,7
MICHIGAN,Metro,Clinton,7,0,3,0,4,202,75,120,7,2
MICHIGAN,Metro,Eaton,91,0,25,17,49,"1,536",307,"1,187",42,1
MICHIGAN,Metro,Genesee,35,0,11,2,22,520,138,351,31,1
MICHIGAN,Metro,Ingham,97,0,15,11,71,801,245,513,43,4
MICHIGAN,Metro,Ionia,43,1,19,1,22,352,158,178,16,4
MICHIGAN,Metro,Jackson,122,3,13,5,101,519,129,363,27,2
MICHIGAN,Metro,Kalamazoo,176,2,29,34,111,"2,103",547,"1,466",90,17
MICHIGAN,Metro,Kent,401,2,65,48,286,"3,304",935,"2,229",140,31
MICHIGAN,Metro,Lapeer,41,1,2,0,38,450,121,295,34,0
MICHIGAN,Metro,Livingston,67,1,15,9,42,733,185,515,33,7
MICHIGAN,Metro,Macomb,399,0,52,37,310,"2,306",438,"1,740",128,12
MICHIGAN,Metro,Monroe,229,2,53,41,133,"2,381",640,"1,587",154,25
MICHIGAN,Metro,Muskegon,36,1,11,3,21,780,180,570,30,2
MICHIGAN,Metro,Newaygo,33,0,11,0,22,402,179,203,20,4
MICHIGAN,Metro,Oakland,293,2,43,45,203,"3,809",853,"2,802",154,85
MICHIGAN,Metro,Ottawa,304,0,110,15,179,"3,096",739,"2,296",61,21
MICHIGAN,Metro,Saginaw,92,0,18,11,63,483,136,327,20,1
MICHIGAN,Metro,St. Clair,146,1,19,17,109,"1,507",414,"1,018",75,21
MICHIGAN,Metro,Van Buren,106,0,24,1,81,580,155,386,39,2
MICHIGAN,Metro,Washtenaw,460,4,57,77,322,"2,439",953,"1,260",226,17
MICHIGAN,Metro,Wayne,6,0,1,1,4,5,0,3,2,0
MICHIGAN,Non-Metro,Alcona,18,1,6,0,11,102,42,60,0,0
MICHIGAN,Non-Metro,Allegan,96,0,30,4,62,810,280,489,41,8
MICHIGAN,Non-Metro,Alpena,5,0,2,0,3,77,21,55,1,0
MICHIGAN,Non-Metro,Antrim,37,0,11,1,25,378,158,210,10,0
MICHIGAN,Non-Metro,Arenac,25,0,0,1,24,100,44,53,3,1
MICHIGAN,Non-Metro,Baraga,1,0,0,0,1,28,11,17,0,2
MICHIGAN,Non-Metro,Benzie,21,0,3,1,17,232,58,170,4,2
MICHIGAN,Non-Metro,Branch,19,0,5,2,12,193,35,149,9,0
MICHIGAN,Non-Metro,Charlevoix,24,0,7,2,15,154,46,100,8,4
MICHIGAN,Non-Metro,Cheboygan,8,0,1,1,6,183,96,74,13,2
MICHIGAN,Non-Metro,Chippewa,6,0,3,0,3,116,40,64,12,0
MICHIGAN,Non-Metro,Crawford,38,0,5,0,33,213,97,103,13,0
MICHIGAN,Non-Metro,Delta,2,0,0,0,2,67,15,45,7,1
MICHIGAN,Non-Metro,Emmet,20,0,3,0,17,189,30,155,4,2
MICHIGAN,Non-Metro,Gladwin,13,0,3,1,9,208,62,138,8,1
MICHIGAN,Non-Metro,Grand Traverse,70,1,17,8,44,764,120,621,23,4
MICHIGAN,Non-Metro,Gratiot,10,0,5,0,5,135,28,95,12,1
MICHIGAN,Non-Metro,Hillsdale,34,0,12,4,18,184,69,101,14,2
MICHIGAN,Non-Metro,Houghton,4,0,4,0,0,113,23,83,7,0
MICHIGAN,Non-Metro,Huron,12,0,1,0,11,102,28,70,4,2
MICHIGAN,Non-Metro,Iosco,1,0,0,0,1,7,4,3,0,0
MICHIGAN,Non-Metro,Iron,7,0,2,1,4,44,13,30,1,1
MICHIGAN,Non-Metro,Isabella,46,0,12,3,31,391,129,249,13,2
MICHIGAN,Non-Metro,Kalkaska,60,0,12,0,48,332,108,207,17,0
MICHIGAN,Non-Metro,Lenawee,50,0,17,3,30,362,121,232,9,6
MICHIGAN,Non-Metro,Luce,10,0,3,0,7,66,17,48,1,0
MICHIGAN,Non-Metro,Mackinac,4,0,0,0,4,109,42,64,3,1
MICHIGAN,Non-Metro,Manistee,8,0,4,0,4,105,28,74,3,1
MICHIGAN,Non-Metro,Marquette,5,0,1,0,4,196,38,151,7,0
MICHIGAN,Non-Metro,Mecosta,144,0,8,0,136,684,272,389,23,6
MICHIGAN,Non-Metro,Midland,64,0,26,0,38,473,124,343,6,2
MICHIGAN,Non-Metro,Missaukee,1,0,1,0,0,151,43,108,0,0
MICHIGAN,Non-Metro,Montcalm,66,2,16,1,47,463,184,261,18,4
MICHIGAN,Non-Metro,Montmorency,4,1,1,0,2,24,10,11,3,1
MICHIGAN,Non-Metro,Oceana,31,0,12,0,19,324,96,220,8,0
MICHIGAN,Non-Metro,Ogemaw,17,0,3,0,14,236,115,113,8,0
MICHIGAN,Non-Metro,Ontonagon,6,0,1,0,5,18,7,9,2,0
MICHIGAN,Non-Metro,Osceola,23,0,6,0,17,201,87,105,9,1
MICHIGAN,Non-Metro,Oscoda,30,0,1,0,29,177,70,101,6,0
MICHIGAN,Non-Metro,Otsego,6,1,2,0,3,77,17,57,3,0
MICHIGAN,Non-Metro,Presque Isle,4,0,1,0,3,55,28,24,3,0
MICHIGAN,Non-Metro,Roscommon,18,0,8,0,10,176,53,118,5,1
MICHIGAN,Non-Metro,Sanilac,25,0,11,0,14,195,71,115,9,2
MICHIGAN,Non-Metro,Shiawassee,51,1,8,1,41,441,134,281,26,1
MICHIGAN,Non-Metro,St. Joseph,45,2,12,1,30,281,83,176,22,5
MICHIGAN,Non-Metro,Tuscola,34,0,3,1,30,277,111,149,17,1
MICHIGAN,Non-Metro,Wexford,45,0,11,3,31,430,94,315,21,4
"MINNESOTA
",Metro,Anoka,,0,,5,44,"1,472",278,"1,124",70,3
MINNESOTA,Metro,Benton,,0,,1,8,223,47,158,18,2
MINNESOTA,Metro,Blue Earth,,1,,0,14,160,55,93,12,1
MINNESOTA,Metro,Carlton,,0,,2,5,307,69,227,11,1
MINNESOTA,Metro,Chisago,,0,,0,11,482,82,372,28,0
MINNESOTA,Metro,Clay,,0,,0,4,69,27,39,3,0
MINNESOTA,Metro,Dakota,,0,,2,14,199,59,128,12,1
MINNESOTA,Metro,Dodge,,0,,0,32,261,34,220,7,0
MINNESOTA,Metro,Hennepin,,0,,0,26,164,27,129,8,0
MINNESOTA,Metro,Houston,,0,,0,8,79,24,45,10,0
MINNESOTA,Metro,Isanti,,0,,0,7,291,84,165,42,0
MINNESOTA,Metro,Nicollet,,0,,0,3,77,21,54,2,0
MINNESOTA,Metro,Olmsted,,0,,5,24,304,82,194,28,6
MINNESOTA,Metro,Polk,,0,,1,14,204,80,115,9,6
MINNESOTA,Metro,Ramsey,,3,,0,9,201,18,170,13,1
MINNESOTA,Metro,Scott,,0,,0,11,160,43,108,9,0
MINNESOTA,Metro,Sherburne,,1,,1,26,415,64,319,32,2
MINNESOTA,Metro,Stearns,,0,,1,19,397,66,314,17,1
MINNESOTA,Metro,St. Louis,,0,,2,37,801,300,463,38,3
MINNESOTA,Metro,Washington,,3,,1,30,"1,131",194,887,50,4
MINNESOTA,Metro,Wright,,1,,3,61,"1,736",151,"1,526",59,6
MINNESOTA,Non-Metro,Aitkin,,0,,0,13,366,124,224,18,2
MINNESOTA,Non-Metro,Becker,,0,,0,10,144,54,64,26,0
MINNESOTA,Non-Metro,Beltrami,,0,,4,52,467,117,308,42,6
MINNESOTA,Non-Metro,Big Stone,,0,,0,1,46,16,28,2,0
MINNESOTA,Non-Metro,Brown,,0,,0,0,2,1,0,1,0
MINNESOTA,Non-Metro,Cass,,0,,2,18,"1,041",244,727,70,1
MINNESOTA,Non-Metro,Chippewa,,0,,0,6,55,35,18,2,0
MINNESOTA,Non-Metro,Clearwater,,0,,0,27,192,41,139,12,0
MINNESOTA,Non-Metro,Cook,,0,,1,8,165,30,128,7,1
MINNESOTA,Non-Metro,Cottonwood,,0,,0,3,38,10,26,2,0
MINNESOTA,Non-Metro,Crow Wing,,0,,2,19,389,112,251,26,0
MINNESOTA,Non-Metro,Douglas,,0,,0,15,309,83,212,14,5
MINNESOTA,Non-Metro,Faribault,,0,,0,8,60,21,35,4,1
MINNESOTA,Non-Metro,Fillmore,,0,,0,5,66,20,38,8,0
MINNESOTA,Non-Metro,Freeborn,,0,,0,8,116,42,69,5,0
MINNESOTA,Non-Metro,Goodhue,,0,,1,7,217,76,121,20,0
MINNESOTA,Non-Metro,Grant,,0,,0,5,91,30,58,3,0
MINNESOTA,Non-Metro,Hubbard,,0,,1,4,314,131,167,16,0
MINNESOTA,Non-Metro,Itasca,,0,,2,20,385,113,251,21,2
MINNESOTA,Non-Metro,Jackson,,0,,0,1,22,2,19,1,0
MINNESOTA,Non-Metro,Kanabec,,0,,0,27,486,151,302,33,2
